100.2,106.9,-6.7,60.6,1.45,17.1,30.8,68.7,49.1,16.4,47.7,51.2,94.48,45.8
103.2,108.2,-5,56.6,1.47,15.9,32.6,69.5,50,15,47.3,51.4,93.25,45
100.4,110.3,-9.9,56.2,1.38,15.3,30.5,67.9,48.6,15.1,46,50.7,92.49,43.8
100.9,108.4,-7.4,60.5,1.57,17.6,29.3,70.7,49.8,15.6,48.5,51.4,92.81,45.9
107.2,99.5,7.8,60.1,1.57,17.3,33.2,71.7,52.8,15.4,50.1,54.1,91.2,55.5
110.5,104.4,6.1,58.3,1.67,17.5,27.6,71.1,50,14.3,52.7,56.7,93.34,53.8
110.6,102.9,7.8,54.1,1.44,16.1,28.7,71.5,51.4,15.1,52.4,57.3,91.63,55.6
108.4,104.1,4.4,63.7,1.71,18.7,27.8,71.3,50.4,15.1,52.5,56.5,92.24,53.8
109.6,103.3,6.3,57.6,1.68,17,32.5,69.2,51.3,14.1,50.2,54.5,91.78,54.1
105.5,99.8,5.7,63.5,1.61,18.8,25.7,70.9,49.7,15.9,51.9,56.1,90.92,55.8
109.9,105.9,3.9,54.5,1.45,15.8,30.6,69.7,50.7,14.8,50.1,56.1,93.84,52.9
107.4,101.8,5.6,55.3,1.34,15.9,30.4,72.3,51.8,16.2,52.1,55.4,91.55,53.4
111.7,106.8,4.9,57.6,1.57,17,28.3,71.6,50.6,14.7,52.6,57.4,96.06,52.4
107.3,105.7,1.6,58.8,1.62,16.9,33.1,68.2,49.9,14.5,48.6,53.3,89.13,51.6
107,104.5,2.5,52.8,1.48,16,33.3,68.2,50.5,15,49.3,53.4,92.42,51.8
105.4,104.4,1,57.4,1.58,16.8,28.9,72.1,50.3,14.5,49.3,53.7,89.4,50.7
105.1,105.8,-0.7,60.7,1.61,17.7,27.4,71,49.4,15.1,50.1,54.2,90.22,49.3
110.2,107.9,2.3,61.7,1.76,17.8,31.5,69,50.1,14.1,50.3,55,95.14,51.5
109.9,109,1,56,1.56,16.4,27.3,67.6,47.3,14.1,51.3,56.1,96.47,50.4
105.3,103.8,1.5,59.6,1.75,17.6,27.8,71.4,49.7,13.8,49.4,53.5,92.78,51
108.6,109.4,-0.8,60.4,1.66,17.9,27.5,68.1,48,14.7,52.2,55.9,95.18,49.4
107,108.8,-1.8,62.7,1.63,18,31.4,67.9,49.6,15.4,49.8,54.4,92.03,50
104.1,105,-0.9,53.6,1.28,15.2,29.7,70.3,50.1,16,48.6,53.3,95.5,49.2
107.1,109.4,-2.3,56.8,1.54,17,30,65.9,47.6,15.1,51,54.4,95.85,47.2
100.8,101.5,-0.8,54.9,1.4,15.3,28.7,71,49.2,14.8,46.7,51.1,90.57,48.8
102.8,107,-4.2,60.1,1.45,16.9,29.8,70.5,50.2,16,48.2,52.8,90.3,48
104.8,108,-3.2,60.1,1.35,16.9,33,69.2,51.1,17.4,49.6,53.5,93.35,48.3
107,110.7,-3.7,56.6,1.62,16.8,31.7,68.1,49.1,14.4,49.5,53.3,89.79,46.4
102.1,108.9,-6.8,59,1.5,16.6,30.4,70,49.7,15.2,47.4,51.7,90.7,45.2
102.9,108.4,-5.5,53.4,1.27,15.4,33.4,70.2,51.2,16.7,48,51.9,95.76,46.2
101.3,109.1,-7.8,52.2,1.27,14.9,31.7,67.1,48.8,16,47.1,51.3,94.76,44.5
105.2,111.7,-6.5,57.1,1.49,16.8,31.4,68.5,49.5,15.6,49.1,53.3,93.78,45.9
101.5,110.9,-9.5,59.6,1.48,16.4,28.3,69.9,48.5,15.1,47.2,51.8,93.76,44.1
103.2,109.9,-6.7,53.4,1.18,15,33.6,69.8,51.2,17.4,48.3,52.6,97.49,44.3
110.6,103.8,6.8,59.2,1.61,17.7,29.3,72.5,51.9,15,53.2,57,91.77,55.2
110.7,102.8,7.9,53.7,1.4,15.8,28,72.6,51.2,15.2,53.6,57.3,92.54,55.1
107.6,102.7,4.9,55,1.58,16.2,31.4,70.8,51.2,14.1,49.6,53.8,93.73,52.9
107.8,105,2.8,61.1,1.81,18,27.9,69.7,49.3,13.7,50.6,55.2,93.6,53.4
113.9,109.1,4.8,57.3,1.58,17.5,31.1,67.3,50.3,15.2,54.6,58.5,96.43,53.6
111,106,4.9,56.2,1.83,17.1,32,68.5,50.2,13,50.6,54.5,90.77,52.3
110.8,106.5,4.4,55,1.51,16.1,30.4,68.7,49.8,14.4,50.9,56.1,95.61,52.4
109.7,104,5.7,67.8,1.76,19.8,31.3,71.8,52,16,52.4,56.5,94.68,55
106.9,103.2,3.7,63.5,1.58,18.5,27.4,69.7,49.3,16,52.2,56.4,92.22,54
107,103.5,3.5,53.5,1.34,15.5,32,69.4,51.1,15.8,49.4,54.7,94.13,53.2
109.6,106.1,3.5,56.3,1.65,16.6,32,70.2,51,13.8,49.9,54.7,88.64,52.5
109.3,103.9,5.4,58.1,1.64,17.4,30.3,72,51.5,14.7,51.5,55.2,92.26,53.2
105.7,103.4,2.4,51.9,1.43,15.4,29.4,70.1,50,14.4,49.6,53.7,90.3,52.2
104,101.9,2.1,57,1.6,16.4,29.8,72.6,50.1,14.1,48.2,51.8,92.6,49.5
103.9,102,1.9,58,1.29,16.1,31.5,69.8,51,17.2,49,53.8,90.91,51.8
106.8,106.8,0,57.9,1.51,16.5,30.9,69.9,49.8,15.1,49.4,53.7,94.91,48.9
